#    L    TT             EE             BB             TE          
   132   0.369090E+04   0.104160E+01   0.440608E-02  -0.402585E+02
   133   0.372464E+04   0.104488E+01   0.447703E-02  -0.406354E+02
   134   0.375836E+04   0.104774E+01   0.454869E-02  -0.409936E+02
   135   0.379206E+04   0.105009E+01   0.462107E-02  -0.413360E+02
   136   0.382560E+04   0.105195E+01   0.469418E-02  -0.416590E+02
   137   0.385913E+04   0.105338E+01   0.476803E-02  -0.419650E+02
   138   0.389257E+04   0.105431E+01   0.484262E-02  -0.422523E+02
   139   0.392577E+04   0.105489E+01   0.491796E-02  -0.425204E+02
   140   0.395904E+04   0.105490E+01   0.499406E-02  -0.427700E+02
   141   0.399207E+04   0.105441E+01   0.507093E-02  -0.429989E+02
   142   0.402510E+04   0.105350E+01   0.514856E-02  -0.432079E+02
   143   0.405804E+04   0.105216E+01   0.522698E-02  -0.433970E+02
   144   0.409076E+04   0.105033E+01   0.530618E-02  -0.435656E+02
   145   0.412332E+04   0.104815E+01   0.538617E-02  -0.437129E+02
   146   0.415596E+04   0.104540E+01   0.546696E-02  -0.438390E+02
   147   0.418822E+04   0.104231E+01   0.554856E-02  -0.439424E+02
   148   0.422033E+04   0.103872E+01   0.563097E-02  -0.440247E+02
   149   0.425237E+04   0.103471E+01   0.571420E-02  -0.440844E+02
   150   0.428411E+04   0.103035E+01   0.579825E-02  -0.441193E+02
   151   0.431571E+04   0.102557E+01   0.588313E-02  -0.441325E+02
   152   0.434701E+04   0.102030E+01   0.596884E-02  -0.441224E+02
   153   0.437816E+04   0.101469E+01   0.605540E-02  -0.440868E+02
   154   0.440910E+04   0.100873E+01   0.614279E-02  -0.440279E+02
   155   0.443981E+04   0.100242E+01   0.623104E-02  -0.439450E+02
   156   0.447014E+04   0.995769E+00   0.632013E-02  -0.438382E+02
   157   0.450041E+04   0.988770E+00   0.641009E-02  -0.437058E+02
   158   0.453037E+04   0.981498E+00   0.650089E-02  -0.435487E+02
   159   0.456003E+04   0.973806E+00   0.659256E-02  -0.433668E+02
   160   0.458946E+04   0.965841E+00   0.668509E-02  -0.431587E+02
   161   0.461867E+04   0.957677E+00   0.677849E-02  -0.429258E+02
   162   0.464757E+04   0.949165E+00   0.687275E-02  -0.426682E+02
   163   0.467632E+04   0.940380E+00   0.696787E-02  -0.423843E+02
   164   0.470462E+04   0.931396E+00   0.706387E-02  -0.420756E+02
   165   0.473276E+04   0.922138E+00   0.716072E-02  -0.417400E+02
   166   0.476059E+04   0.912753E+00   0.725844E-02  -0.413788E+02
   167   0.478820E+04   0.903021E+00   0.735703E-02  -0.409928E+02
   168   0.481534E+04   0.893310E+00   0.745647E-02  -0.405799E+02
   169   0.484218E+04   0.883325E+00   0.755678E-02  -0.401399E+02
   170   0.486871E+04   0.873287E+00   0.765794E-02  -0.396744E+02
   171   0.489479E+04   0.863196E+00   0.775996E-02  -0.391812E+02
   172   0.492047E+04   0.852978E+00   0.786283E-02  -0.386617E+02
   173   0.494570E+04   0.842633E+00   0.796655E-02  -0.381159E+02
   174   0.497062E+04   0.832456E+00   0.807110E-02  -0.375438E+02
   175   0.499515E+04   0.822152E+00   0.817650E-02  -0.369447E+02
   176   0.501914E+04   0.811942E+00   0.828273E-02  -0.363186E+02
   177   0.504275E+04   0.801751E+00   0.838979E-02  -0.356670E+02
   178   0.506590E+04   0.791802E+00   0.849767E-02  -0.349884E+02
   179   0.508859E+04   0.781796E+00   0.860636E-02  -0.342827E+02
   180   0.511097E+04   0.771955E+00   0.871587E-02  -0.335516E+02
   181   0.513282E+04   0.762280E+00   0.882618E-02  -0.327949E+02
   182   0.515421E+04   0.752842E+00   0.893728E-02  -0.320113E+02
   183   0.517508E+04   0.743568E+00   0.904918E-02  -0.312022E+02
   184   0.519556E+04   0.734530E+00   0.916186E-02  -0.303668E+02
   185   0.521559E+04   0.725876E+00   0.927532E-02  -0.295075E+02
   186   0.523480E+04   0.717465E+00   0.938954E-02  -0.286212E+02
   187   0.525386E+04   0.709436E+00   0.950452E-02  -0.277095E+02
   188   0.527239E+04   0.701774E+00   0.962026E-02  -0.267738E+02
   189   0.529032E+04   0.694516E+00   0.973674E-02  -0.258126E+02
   190   0.530810E+04   0.687711E+00   0.985396E-02  -0.248282E+02
   191   0.532499E+04   0.681383E+00   0.997191E-02  -0.238177E+02
   192   0.534150E+04   0.675551E+00   0.100906E-01  -0.227832E+02
   193   0.535742E+04   0.670260E+00   0.102100E-01  -0.217263E+02
   194   0.537298E+04   0.665539E+00   0.103300E-01  -0.206447E+02
   195   0.538794E+04   0.661424E+00   0.104508E-01  -0.195407E+02
   196   0.540230E+04   0.657951E+00   0.105723E-01  -0.184135E+02
   197   0.541623E+04   0.655163E+00   0.106944E-01  -0.172646E+02
   198   0.542964E+04   0.653083E+00   0.108172E-01  -0.160933E+02
   199   0.544254E+04   0.651745E+00   0.109407E-01  -0.149003E+02
   200   0.545493E+04   0.651180E+00   0.110648E-01  -0.136865E+02
   201   0.546673E+04   0.651445E+00   0.111896E-01  -0.124509E+02
   202   0.547801E+04   0.652547E+00   0.113150E-01  -0.111952E+02
   203   0.548871E+04   0.654544E+00   0.114410E-01  -0.991859E+01
   204   0.549875E+04   0.657458E+00   0.115677E-01  -0.862399E+01
   205   0.550828E+04   0.661331E+00   0.116949E-01  -0.730919E+01
   206   0.551715E+04   0.666200E+00   0.118228E-01  -0.597545E+01
   207   0.552550E+04   0.672086E+00   0.119512E-01  -0.462321E+01
   208   0.553312E+04   0.679040E+00   0.120802E-01  -0.325296E+01
   209   0.554015E+04   0.687083E+00   0.122098E-01  -0.186509E+01
   210   0.554659E+04   0.696266E+00   0.123399E-01  -0.460466E+00
   211   0.555245E+04   0.706618E+00   0.124706E-01   0.960855E+00
   212   0.555757E+04   0.718166E+00   0.126018E-01   0.239795E+01
