#    L    TT             EE             TE             PP             TP          
   294   0.458988E+04   0.710117E+01   0.114988E+03   0.135513E+07   0.102735E+04
   295   0.455839E+04   0.726189E+01   0.115773E+03   0.134941E+07   0.101873E+04
   296   0.452654E+04   0.742517E+01   0.116532E+03   0.134373E+07   0.101017E+04
   297   0.449454E+04   0.758878E+01   0.117266E+03   0.133808E+07   0.100167E+04
   298   0.446224E+04   0.775496E+01   0.117959E+03   0.133247E+07   0.993226E+03
   299   0.442986E+04   0.792299E+01   0.118619E+03   0.132689E+07   0.984840E+03
   300   0.439726E+04   0.809138E+01   0.119245E+03   0.132135E+07   0.976510E+03
   301   0.436451E+04   0.826165E+01   0.119846E+03   0.131584E+07   0.968236E+03
   302   0.433169E+04   0.843304E+01   0.120421E+03   0.131037E+07   0.960016E+03
   303   0.429871E+04   0.860631E+01   0.120955E+03   0.130493E+07   0.951850E+03
   304   0.426558E+04   0.878148E+01   0.121448E+03   0.129952E+07   0.943737E+03
   305   0.423237E+04   0.895706E+01   0.121915E+03   0.129415E+07   0.935676E+03
   306   0.419901E+04   0.913381E+01   0.122347E+03   0.128881E+07   0.927667E+03
   307   0.416557E+04   0.931173E+01   0.122738E+03   0.128350E+07   0.919709E+03
   308   0.413205E+04   0.949232E+01   0.123109E+03   0.127822E+07   0.911800E+03
   309   0.409853E+04   0.967262E+01   0.123431E+03   0.127298E+07   0.903940E+03
   310   0.406486E+04   0.985338E+01   0.123726E+03   0.126777E+07   0.896129E+03
   311   0.403118E+04   0.100368E+02   0.123979E+03   0.126259E+07   0.888365E+03
   312   0.399750E+04   0.102200E+02   0.124204E+03   0.125744E+07   0.880648E+03
   313   0.396374E+04   0.104044E+02   0.124386E+03   0.125232E+07   0.872976E+03
   314   0.392998E+04   0.105901E+02   0.124541E+03   0.124724E+07   0.865350E+03
   315   0.389622E+04   0.107755E+02   0.124652E+03   0.124218E+07   0.857768E+03
   316   0.386244E+04   0.109621E+02   0.124728E+03   0.123716E+07   0.850230E+03
   317   0.382867E+04   0.111486E+02   0.124768E+03   0.123216E+07   0.842735E+03
   318   0.379489E+04   0.113370E+02   0.124772E+03   0.122720E+07   0.835281E+03
   319   0.376118E+04   0.115252E+02   0.124741E+03   0.122226E+07   0.827868E+03
   320   0.372754E+04   0.117140E+02   0.124680E+03   0.121736E+07   0.820496E+03
