#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   160   0.470479E+04  -0.446217E+02   0.190113E-03  -0.446217E+02   0.976306E+00  -0.584109E-06   0.190113E-03  -0.584109E-06   0.583794E-07
   161   0.473501E+04  -0.444654E+02   0.188399E-03  -0.444654E+02   0.969433E+00  -0.585733E-06   0.188399E-03  -0.585733E-06   0.580145E-07
   162   0.476496E+04  -0.442855E+02   0.186705E-03  -0.442855E+02   0.962178E+00  -0.587845E-06   0.186705E-03  -0.587845E-06   0.576528E-07
   163   0.479477E+04  -0.440805E+02   0.185030E-03  -0.440805E+02   0.954613E+00  -0.590345E-06   0.185030E-03  -0.590345E-06   0.572944E-07
   164   0.482417E+04  -0.438517E+02   0.183374E-03  -0.438517E+02   0.946807E+00  -0.593131E-06   0.183374E-03  -0.593131E-06   0.569392E-07
   165   0.485344E+04  -0.435971E+02   0.181737E-03  -0.435971E+02   0.938683E+00  -0.596103E-06   0.181737E-03  -0.596103E-06   0.565872E-07
   166   0.488244E+04  -0.433180E+02   0.180116E-03  -0.433180E+02   0.930385E+00  -0.599160E-06   0.180116E-03  -0.599160E-06   0.562385E-07
   167   0.491123E+04  -0.430151E+02   0.178513E-03  -0.430151E+02   0.921688E+00  -0.602202E-06   0.178513E-03  -0.602202E-06   0.558929E-07
   168   0.493962E+04  -0.426862E+02   0.176926E-03  -0.426862E+02   0.912960E+00  -0.605127E-06   0.176926E-03  -0.605127E-06   0.555505E-07
   169   0.496773E+04  -0.423313E+02   0.175355E-03  -0.423313E+02   0.903899E+00  -0.607836E-06   0.175355E-03  -0.607836E-06   0.552111E-07
   170   0.499557E+04  -0.419517E+02   0.173800E-03  -0.419517E+02   0.894724E+00  -0.610228E-06   0.173800E-03  -0.610228E-06   0.548749E-07
   171   0.502299E+04  -0.415454E+02   0.172259E-03  -0.415454E+02   0.885433E+00  -0.612201E-06   0.172259E-03  -0.612201E-06   0.545417E-07
   172   0.505008E+04  -0.411137E+02   0.170731E-03  -0.411137E+02   0.875948E+00  -0.613656E-06   0.170731E-03  -0.613656E-06   0.542115E-07
   173   0.507675E+04  -0.406565E+02   0.169218E-03  -0.406565E+02   0.866264E+00  -0.614491E-06   0.169218E-03  -0.614491E-06   0.538844E-07
   174   0.510316E+04  -0.401739E+02   0.167717E-03  -0.401739E+02   0.856676E+00  -0.614605E-06   0.167717E-03  -0.614605E-06   0.535602E-07
   175   0.512923E+04  -0.396652E+02   0.166228E-03  -0.396652E+02   0.846883E+00  -0.613899E-06   0.166228E-03  -0.613899E-06   0.532390E-07
   176   0.515482E+04  -0.391302E+02   0.164752E-03  -0.391302E+02   0.837104E+00  -0.612294E-06   0.164752E-03  -0.612294E-06   0.529207E-07
