#    L    TT             EE             TE             PP             TP          
   197   0.559845E+04   0.663032E+00  -0.220190E+02   0.217215E+07   0.231854E+04
   198   0.561450E+04   0.658512E+00  -0.209348E+02   0.216017E+07   0.229801E+04
   199   0.563008E+04   0.654556E+00  -0.198279E+02   0.214829E+07   0.227769E+04
   200   0.564519E+04   0.651188E+00  -0.186987E+02   0.213652E+07   0.225759E+04
   201   0.565974E+04   0.648463E+00  -0.175466E+02   0.212484E+07   0.223771E+04
   202   0.567382E+04   0.646388E+00  -0.163729E+02   0.211325E+07   0.221804E+04
   203   0.568734E+04   0.645022E+00  -0.151768E+02   0.210177E+07   0.219859E+04
   204   0.570024E+04   0.644389E+00  -0.139611E+02   0.209038E+07   0.217934E+04
   205   0.571265E+04   0.644533E+00  -0.127237E+02   0.207908E+07   0.216030E+04
   206   0.572443E+04   0.645491E+00  -0.114655E+02   0.206788E+07   0.214146E+04
   207   0.573573E+04   0.647286E+00  -0.101871E+02   0.205678E+07   0.212283E+04
   208   0.574632E+04   0.649971E+00  -0.888884E+01   0.204576E+07   0.210439E+04
   209   0.575635E+04   0.653566E+00  -0.757098E+01   0.203484E+07   0.208615E+04
   210   0.576582E+04   0.658126E+00  -0.623436E+01   0.202401E+07   0.206811E+04
   211   0.577472E+04   0.663680E+00  -0.487893E+01   0.201327E+07   0.205025E+04
   212   0.578291E+04   0.670257E+00  -0.350556E+01   0.200262E+07   0.203259E+04
   213   0.579061E+04   0.677903E+00  -0.211412E+01   0.199206E+07   0.201511E+04
   214   0.579767E+04   0.686611E+00  -0.705714E+00   0.198159E+07   0.199781E+04
   215   0.580415E+04   0.696573E+00   0.718991E+00   0.197120E+07   0.198069E+04
   216   0.581000E+04   0.707605E+00   0.216060E+01   0.196090E+07   0.196375E+04
   217   0.581535E+04   0.719862E+00   0.361720E+01   0.195068E+07   0.194699E+04
   218   0.582005E+04   0.733346E+00   0.508910E+01   0.194055E+07   0.193040E+04
   219   0.582417E+04   0.748055E+00   0.657734E+01   0.193050E+07   0.191397E+04
   220   0.582772E+04   0.764139E+00   0.807755E+01   0.192054E+07   0.189772E+04
   221   0.583070E+04   0.781524E+00   0.959206E+01   0.191066E+07   0.188163E+04
   222   0.583309E+04   0.800358E+00   0.111195E+02   0.190086E+07   0.186570E+04
